acc,node,density,input_scale,rho,fb_scale,leaking_rate,average_window
0.9066,0.825,0.3,0.003,1.325,0,0.85,10
0.9066,0.85,0.3,0.003,1.375,0,0.85,10
0.9066,0.85,0.3,0.003,1.375,0,0.9,10
0.9066,0.85,0.3,0.003,1.4,0,0.85,10
0.9066,0.825,0.4,0.003,1.35,0,0.9,10
0.9066,0.825,0.4,0.003,1.375,0,0.85,10
0.9066,0.825,0.4,0.003,1.4,0,0.85,10
0.9066,0.85,0.4,0.003,1.325,0,0.85,10
0.9066,0.85,0.3,0.003,1.325,0,0.75,10
0.9066,0.85,0.3,0.003,1.325,0,0.85,10
0.9066,0.85,0.3,0.003,1.35,0,0.75,10
0.9066,0.85,0.3,0.003,1.375,0,0.75,10
0.9066,0.85,0.3,0.003,1.375,0,0.85,10
0.9066,0.825,0.5,0.003,1.4,0,0.75,10
0.9066,0.85,0.3,0.003,1.4,0,0.9,10
0.9066,0.85,0.3,0.003,1.425,0,0.85,10
0.9066,0.85,0.3,0.003,1.425,0,0.9,10
0.9066,0.85,0.5,0.002,1.425,0,0.75,10
0.9066,0.85,0.5,0.003,1.35,0,0.75,10
0.9066,0.85,0.5,0.003,1.375,0,0.75,10
0.9066,0.85,0.5,0.003,1.375,0,0.85,10
0.9066,0.85,0.5,0.003,1.375,0,0.9,10
0.9066,0.85,0.5,0.003,1.4,0,0.75,10
0.9066,0.85,0.5,0.003,1.4,0,0.85,10
0.9066,0.85,0.5,0.003,1.4,0,0.9,10
0.9066,0.85,0.5,0.003,1.425,0,0.75,10
0.9066,0.85,0.4,0.003,1.35,0,0.9,10
0.9066,0.85,0.4,0.003,1.3,0,0.75,10
0.9066,0.875,0.4,0.003,1.425,0,0.75,10
0.9066,0.85,0.5,0.003,1.375,0,0.85,10
0.9066,0.85,0.5,0.003,1.375,0,0.9,10
0.9066,0.85,0.5,0.003,1.4,0,0.85,10
0.9066,0.85,0.5,0.003,1.425,0,0.85,10
0.9066,0.875,0.5,0.003,1.375,0,0.75,10
0.9066,0.925,0.4,0.003,1.3,0,0.9,10
0.9066,0.925,0.4,0.003,1.325,0,0.9,10
0.9066,0.925,0.3,0.002,1.4,0,0.75,10
0.9066,0.925,0.3,0.003,1.325,0,0.85,10
0.9066,0.925,0.3,0.003,1.325,0,0.9,10
0.9066,0.925,0.3,0.003,1.35,0,0.75,10
0.9066,0.925,0.3,0.003,1.35,0,0.85,10
0.9066,0.925,0.3,0.003,1.375,0,0.75,10
0.9066,0.925,0.4,0.002,1.35,0,0.85,10
0.9066,0.925,0.4,0.003,1.45,0,0.75,10
0.9066,0.925,0.5,0.003,1.3,0,0.9,10
0.9066,0.925,0.5,0.003,1.325,0,0.85,10
0.9066,0.925,0.5,0.003,1.325,0,0.9,10
0.9066,0.925,0.4,0.003,1.3,0,0.85,10
0.9066,0.95,0.4,0.003,1.325,0,0.75,10
0.9066,0.95,0.4,0.003,1.35,0,0.75,10
0.9066,0.925,0.5,0.002,1.45,0,0.75,10
0.9066,0.95,0.5,0.002,1.375,0,0.85,10
0.9066,0.95,0.3,0.003,1.35,0,0.9,10
0.9066,0.95,0.5,0.002,1.3,0,0.85,10
0.9066,0.95,0.5,0.002,1.3,0,0.9,10
0.9066,0.95,0.5,0.002,1.35,0,0.75,10
0.9061,0.85,0.4,0.003,1.35,0,0.85,10
0.9061,0.85,0.4,0.003,1.35,0,0.9,10
0.9061,0.925,0.3,0.003,1.3,0,0.75,10
0.9061,0.925,0.5,0.003,1.3,0,0.75,10
0.9061,0.95,0.4,0.003,1.375,0,0.75,10
0.9061,0.925,0.5,0.003,1.3,0,0.85,10
0.9061,0.95,0.3,0.003,1.4,0,0.9,10
0.9061,0.95,0.4,0.003,1.3,0,0.85,10
0.9061,0.95,0.5,0.002,1.325,0,0.75,10
0.9061,0.95,0.3,0.002,1.375,0,0.9,10
0.9058,0.925,0.4,0.002,1.425,0,0.85,1
0.9057,0.875,0.4,0.003,1.35,0,0.75,10
0.9057,0.925,0.3,0.002,1.3,0,0.9,1
0.9057,0.95,0.4,0.003,1.425,0,0.75,10
0.9057,0.95,0.4,0.003,1.325,0,0.75,10
0.9054,0.825,0.4,0.003,1.375,0,0.85,10
0.9054,0.825,0.4,0.003,1.375,0,0.9,10
0.9054,0.825,0.4,0.003,1.4,0,0.9,10
0.9054,0.85,0.3,0.003,1.45,0,0.9,10
0.9054,0.875,0.3,0.003,1.45,0,0.85,10
0.9054,0.85,0.4,0.003,1.3,0,0.9,10
0.9054,0.85,0.5,0.003,1.45,0,0.75,10
0.9054,0.925,0.3,0.002,1.4,0,0.9,10
0.9054,0.925,0.5,0.003,1.4,0,0.9,10
0.9054,0.925,0.5,0.003,1.425,0,0.9,10
0.9054,0.95,0.5,0.002,1.425,0,0.9,10
0.9052,0.95,0.3,0.002,1.375,0,0.75,10
0.9049,0.825,0.3,0.002,1.375,0,0.85,10
0.9049,0.825,0.4,0.003,1.325,0,0.75,10
0.9049,0.825,0.4,0.003,1.325,0,0.85,10
0.9049,0.825,0.4,0.003,1.325,0,0.9,10
0.9049,0.825,0.4,0.003,1.35,0,0.9,10
0.9049,0.825,0.3,0.003,1.325,0,0.9,10
0.9049,0.85,0.3,0.003,1.35,0,0.85,10
0.9049,0.85,0.3,0.003,1.4,0,0.75,10
0.9049,0.85,0.3,0.003,1.35,0,0.9,10
0.9049,0.85,0.3,0.003,1.375,0,0.9,10
0.9049,0.85,0.3,0.003,1.4,0,0.75,10
0.9049,0.85,0.3,0.003,1.4,0,0.85,10
0.9049,0.85,0.5,0.003,1.325,0,0.75,10
0.9049,0.85,0.5,0.003,1.325,0,0.85,10
0.9049,0.825,0.5,0.003,1.4,0,0.85,10
0.9049,0.825,0.5,0.003,1.4,0,0.9,10
0.9049,0.825,0.5,0.003,1.3,0,0.75,10
0.9049,0.825,0.5,0.003,1.3,0,0.85,10
0.9049,0.825,0.5,0.003,1.3,0,0.9,10
0.9049,0.825,0.5,0.003,1.325,0,0.75,10
0.9049,0.85,0.4,0.003,1.3,0,0.85,10
0.9049,0.85,0.4,0.003,1.325,0,0.75,10
0.9049,0.85,0.4,0.003,1.325,0,0.85,10
0.9049,0.85,0.5,0.003,1.35,0,0.85,10
0.9049,0.85,0.5,0.003,1.35,0,0.9,10
0.9049,0.875,0.3,0.002,1.4,0,0.85,10
0.9049,0.85,0.4,0.003,1.325,0,0.9,10
0.9049,0.85,0.4,0.003,1.35,0,0.75,10
0.9049,0.85,0.4,0.003,1.35,0,0.85,10
0.9049,0.925,0.5,0.003,1.35,0,0.9,10
0.9049,0.95,0.4,0.003,1.3,0,0.85,10
0.9049,0.925,0.5,0.003,1.45,0,0.9,10
0.9049,0.95,0.3,0.003,1.325,0,0.75,10
0.9049,0.95,0.3,0.003,1.35,0,0.85,10
0.9049,0.95,0.5,0.002,1.325,0,0.9,10
0.9044,0.825,0.4,0.003,1.35,0,0.75,10
0.9044,0.825,0.4,0.003,1.35,0,0.85,10
0.9044,0.875,0.3,0.003,1.3,0,0.85,10
0.9044,0.875,0.3,0.003,1.3,0,0.9,10
0.9044,0.85,0.4,0.003,1.375,0,0.9,10
0.9044,0.85,0.5,0.002,1.3,0,0.75,10
0.9044,0.85,0.5,0.003,1.35,0,0.85,10
0.9044,0.85,0.5,0.003,1.35,0,0.9,10
0.9044,0.875,0.4,0.003,1.4,0,0.75,10
0.9044,0.925,0.3,0.002,1.3,0,0.75,10
0.9044,0.925,0.3,0.003,1.3,0,0.85,10
0.9044,0.925,0.3,0.003,1.3,0,0.9,10
0.9044,0.925,0.4,0.002,1.325,0,0.85,10
0.9044,0.875,0.5,0.003,1.35,0,0.75,10
0.9044,0.925,0.5,0.003,1.3,0,0.85,10
0.9044,0.925,0.5,0.002,1.425,0,0.75,10
0.9044,0.95,0.3,0.003,1.3,0,0.85,10
0.9044,0.95,0.3,0.003,1.3,0,0.9,10
0.904,0.875,0.4,0.003,1.325,0,0.75,10
0.904,0.875,0.4,0.003,1.325,0,0.85,10
0.904,0.875,0.4,0.003,1.35,0,0.85,10
0.904,0.925,0.3,0.002,1.325,0,0.9,1
0.904,0.95,0.3,0.002,1.375,0,0.85,10
0.904,0.95,0.4,0.003,1.3,0,0.75,10
0.904,0.95,0.5,0.002,1.3,0,0.75,10
0.9037,0.85,0.3,0.002,1.425,0,0.75,10
0.9037,0.825,0.4,0.003,1.375,0,0.75,10
0.9037,0.825,0.4,0.003,1.4,0,0.85,10
0.9037,0.825,0.4,0.003,1.425,0,0.85,10
0.9037,0.825,0.4,0.003,1.425,0,0.9,10
0.9037,0.825,0.4,0.003,1.45,0,0.75,10
0.9037,0.825,0.4,0.003,1.45,0,0.85,10
0.9037,0.825,0.4,0.003,1.45,0,0.9,10
0.9037,0.85,0.5,0.003,1.3,0,0.9,10
0.9037,0.925,0.5,0.003,1.375,0,0.85,10
0.9037,0.925,0.5,0.003,1.375,0,0.9,10
0.9037,0.925,0.5,0.003,1.4,0,0.75,10
0.9037,0.925,0.5,0.003,1.4,0,0.85,10
0.9037,0.925,0.3,0.002,1.425,0,0.75,10
0.9035,0.85,0.4,0.002,1.35,0,0.75,10
0.9032,0.825,0.3,0.002,1.35,0,0.85,10
0.9032,0.825,0.3,0.002,1.35,0,0.9,10
0.9032,0.825,0.4,0.003,1.35,0,0.75,10
0.9032,0.825,0.4,0.003,1.35,0,0.85,10
0.9032,0.825,0.3,0.003,1.3,0,0.9,10
0.9032,0.85,0.3,0.003,1.35,0,0.9,10
0.9032,0.85,0.3,0.003,1.375,0,0.75,10
0.9032,0.85,0.4,0.003,1.325,0,0.9,10
0.9032,0.85,0.3,0.003,1.325,0,0.9,10
0.9032,0.85,0.3,0.003,1.4,0,0.9,10
0.9032,0.85,0.3,0.003,1.425,0,0.75,10
0.9032,0.85,0.3,0.003,1.45,0,0.85,10
0.9032,0.875,0.3,0.003,1.45,0,0.75,10
0.9032,0.875,0.3,0.003,1.45,0,0.9,10
0.9032,0.875,0.3,0.002,1.375,0,0.9,10
0.9032,0.875,0.3,0.002,1.425,0,0.75,10
0.9032,0.925,0.3,0.002,1.35,0,0.85,10
0.9032,0.925,0.5,0.003,1.35,0,0.85,10
0.9032,0.925,0.5,0.003,1.45,0,0.85,10
0.9032,0.95,0.4,0.003,1.3,0,0.75,10
0.9032,0.95,0.5,0.002,1.325,0,0.85,10
0.9032,0.95,0.5,0.002,1.35,0,0.85,10
0.9028,0.825,0.3,0.002,1.375,0,0.75,10
0.9028,0.825,0.4,0.002,1.35,0,0.9,10
0.9028,0.825,0.3,0.003,1.325,0,0.75,10
0.9028,0.825,0.4,0.003,1.325,0,0.85,10
0.9028,0.825,0.4,0.003,1.325,0,0.9,10
0.9028,0.825,0.5,0.003,1.375,0,0.85,10
0.9028,0.825,0.5,0.003,1.375,0,0.9,10
0.9028,0.85,0.4,0.003,1.3,0,0.9,10
0.9028,0.85,0.5,0.003,1.35,0,0.75,10
0.9028,0.85,0.5,0.003,1.425,0,0.75,10
0.9028,0.875,0.4,0.003,1.325,0,0.75,10
0.9028,0.875,0.4,0.003,1.375,0,0.75,10
0.9028,0.875,0.4,0.003,1.375,0,0.85,10
0.9028,0.875,0.4,0.003,1.375,0,0.9,10
0.9028,0.95,0.3,0.002,1.325,0,0.9,10
0.9028,0.95,0.3,0.003,1.3,0,0.75,10
0.9023,0.825,0.4,0.003,1.325,0,0.75,10
0.9023,0.875,0.4,0.003,1.3,0,0.85,10
0.9023,0.875,0.4,0.003,1.3,0,0.9,10
0.9023,0.875,0.4,0.003,1.325,0,0.9,10
0.9023,0.85,0.5,0.003,1.325,0,0.85,10
0.9023,0.85,0.5,0.003,1.325,0,0.9,10
0.9023,0.875,0.4,0.003,1.35,0,0.9,10
0.902,0.825,0.4,0.003,1.4,0,0.75,10
0.902,0.825,0.4,0.003,1.425,0,0.75,10
0.902,0.95,0.4,0.002,1.375,0,0.9,10
0.9018,0.875,0.4,0.003,1.3,0,0.75,10
0.9018,0.925,0.5,0.003,1.3,0,0.75,10
0.9015,0.825,0.4,0.002,1.45,0,0.9,10
0.9015,0.85,0.3,0.003,1.425,0,0.85,10
0.9015,0.85,0.3,0.003,1.425,0,0.9,10
0.9015,0.85,0.3,0.003,1.45,0,0.75,10
0.9015,0.85,0.5,0.003,1.3,0,0.85,10
0.9015,0.85,0.4,0.002,1.35,0,0.9,10
0.9015,0.875,0.3,0.002,1.35,0,0.75,10
0.9015,0.875,0.3,0.002,1.375,0,0.85,10
0.9015,0.85,0.4,0.003,1.3,0,0.85,10
0.9015,0.925,0.5,0.003,1.35,0,0.75,10
0.9015,0.925,0.5,0.003,1.375,0,0.75,10
0.9015,0.925,0.5,0.003,1.425,0,0.75,10
0.9015,0.925,0.5,0.003,1.425,0,0.85,10
0.9015,0.95,0.5,0.002,1.35,0,0.9,10
0.9011,0.825,0.4,0.003,1.3,0,0.75,10
0.9011,0.825,0.4,0.003,1.3,0,0.85,10
0.9011,0.825,0.4,0.003,1.3,0,0.9,10
0.9011,0.825,0.3,0.003,1.3,0,0.75,10
0.9011,0.825,0.3,0.003,1.3,0,0.85,10
0.9011,0.85,0.3,0.003,1.35,0,0.75,10
0.9011,0.85,0.3,0.003,1.3,0,0.9,10
0.9011,0.85,0.3,0.003,1.325,0,0.75,10
0.9011,0.85,0.3,0.003,1.325,0,0.9,10
0.9011,0.85,0.4,0.003,1.3,0,0.75,10
0.9011,0.875,0.3,0.002,1.325,0,0.85,10
0.9011,0.875,0.3,0.002,1.325,0,0.9,10
0.9011,0.875,0.3,0.002,1.35,0,0.85,10
0.9011,0.85,0.5,0.003,1.4,0,0.75,10
0.9011,0.925,0.3,0.002,1.3,0,0.85,10
0.9011,0.925,0.5,0.003,1.325,0,0.75,10
0.9011,0.95,0.3,0.002,1.35,0,0.85,10
0.9011,0.95,0.4,0.002,1.35,0,0.85,10
0.9007,0.875,0.5,0.002,1.425,0,0.9,10
0.9006,0.825,0.4,0.003,1.3,0,0.75,10
0.9006,0.825,0.4,0.003,1.3,0,0.85,10
0.9006,0.825,0.5,0.003,1.35,0,0.75,10
0.9006,0.825,0.5,0.003,1.35,0,0.85,10
0.9006,0.825,0.5,0.003,1.35,0,0.9,10
0.9006,0.825,0.5,0.003,1.375,0,0.75,10
0.9006,0.875,0.3,0.002,1.4,0,0.75,10
0.9006,0.85,0.5,0.003,1.3,0,0.9,10
0.9006,0.85,0.5,0.003,1.325,0,0.75,10
0.9006,0.85,0.5,0.003,1.375,0,0.75,10
0.9006,0.875,0.4,0.003,1.3,0,0.75,10
0.9006,0.875,0.4,0.003,1.3,0,0.85,10
0.9006,0.875,0.4,0.003,1.3,0,0.9,10
0.9006,0.875,0.4,0.003,1.325,0,0.85,10
0.9006,0.875,0.4,0.003,1.325,0,0.9,10
0.9006,0.875,0.4,0.003,1.35,0,0.75,10
0.9006,0.875,0.4,0.003,1.35,0,0.85,10
0.9006,0.875,0.4,0.003,1.35,0,0.9,10
0.9003,0.925,0.4,0.002,1.375,0,0.85,10
0.9003,0.95,0.3,0.003,1.4,0,0.75,10
0.8998,0.825,0.4,0.002,1.3,0,0.9,10
0.8998,0.825,0.5,0.002,1.325,0,0.9,10
0.8998,0.875,0.3,0.003,1.3,0,0.85,10
0.8998,0.875,0.3,0.003,1.3,0,0.9,10
0.8998,0.875,0.3,0.003,1.325,0,0.85,10
0.8998,0.875,0.3,0.003,1.325,0,0.9,10
0.8998,0.875,0.3,0.003,1.35,0,0.9,10
0.8998,0.875,0.3,0.003,1.375,0,0.9,10
0.8998,0.875,0.3,0.003,1.425,0,0.75,10
0.8998,0.875,0.5,0.002,1.35,0,0.9,10
0.8998,0.925,0.3,0.002,1.425,0,0.9,10
0.8994,0.825,0.3,0.002,1.35,0,0.75,10
0.8994,0.825,0.3,0.002,1.4,0,0.75,10
0.8994,0.825,0.4,0.002,1.325,0,0.85,10
0.8994,0.825,0.4,0.002,1.325,0,0.9,10
0.8994,0.85,0.3,0.003,1.325,0,0.85,10
0.8994,0.85,0.5,0.003,1.3,0,0.75,10
0.8994,0.875,0.3,0.003,1.425,0,0.85,10
0.8994,0.875,0.3,0.003,1.425,0,0.9,10
0.8994,0.875,0.3,0.002,1.3,0,0.85,10
0.8994,0.875,0.3,0.002,1.3,0,0.9,10
0.8994,0.875,0.3,0.002,1.35,0,0.9,10
0.8994,0.95,0.5,0.002,1.45,0,0.9,10
0.8994,0.95,0.3,0.002,1.35,0,0.9,10
0.8989,0.85,0.3,0.003,1.3,0,0.75,10
0.8989,0.85,0.3,0.003,1.3,0,0.85,10
0.8989,0.85,0.3,0.003,1.3,0,0.9,10
0.8989,0.85,0.5,0.003,1.3,0,0.75,10
0.8989,0.85,0.5,0.003,1.3,0,0.85,10
0.8989,0.925,0.3,0.002,1.3,0,0.9,10
0.8989,0.925,0.3,0.002,1.325,0,0.85,10
0.8989,0.925,0.3,0.002,1.325,0,0.9,10
0.8989,0.95,0.3,0.002,1.325,0,0.85,10
0.8986,0.875,0.5,0.002,1.4,0,0.85,10
0.8986,0.875,0.5,0.002,1.4,0,0.9,10
0.8986,0.875,0.5,0.002,1.425,0,0.85,10
0.8982,0.825,0.4,0.002,1.3,0,0.85,10
0.8982,0.825,0.5,0.002,1.325,0,0.85,10
0.8982,0.875,0.3,0.002,1.325,0,0.75,10
0.8982,0.875,0.3,0.003,1.35,0,0.75,10
0.8982,0.875,0.3,0.003,1.35,0,0.85,10
0.8982,0.875,0.3,0.003,1.375,0,0.75,10
0.8982,0.875,0.3,0.003,1.375,0,0.85,10
0.8982,0.875,0.5,0.002,1.45,0,0.85,10
0.8982,0.925,0.5,0.003,1.45,0,0.75,10
0.8982,0.95,0.5,0.003,1.35,0,0.75,10
0.8982,0.95,0.4,0.002,1.35,0,0.75,10
0.8977,0.825,0.3,0.002,1.325,0,0.85,10
0.8977,0.825,0.3,0.002,1.425,0,0.75,10
0.8977,0.825,0.5,0.002,1.3,0,0.9,10
0.8977,0.875,0.3,0.003,1.4,0,0.75,10
0.8977,0.875,0.3,0.003,1.4,0,0.85,10
0.8977,0.875,0.3,0.003,1.4,0,0.9,10
0.8977,0.925,0.4,0.002,1.325,0,0.75,10
0.8973,0.825,0.5,0.003,1.3,0,0.75,10
0.8973,0.825,0.5,0.003,1.3,0,0.85,10
0.8973,0.825,0.5,0.003,1.3,0,0.9,10
0.8973,0.825,0.5,0.003,1.325,0,0.75,10
0.8973,0.825,0.5,0.003,1.325,0,0.85,10
0.8973,0.825,0.4,0.003,1.3,0,0.9,10
0.8973,0.85,0.3,0.003,1.3,0,0.85,10
0.8973,0.825,0.5,0.003,1.325,0,0.9,10
0.8973,0.875,0.3,0.002,1.375,0,0.75,10
0.8973,0.875,0.3,0.002,1.45,0,0.75,10
0.8973,0.95,0.4,0.002,1.3,0,0.75,10
0.8973,0.95,0.4,0.002,1.325,0,0.75,10
0.897,0.85,0.3,0.002,1.45,0,0.85,10
0.8968,0.825,0.3,0.002,1.325,0,0.75,10
0.8968,0.95,0.3,0.002,1.3,0,0.9,10
0.8966,0.825,0.4,0.002,1.45,0,0.85,10
0.8965,0.825,0.4,0.002,1.35,0,0.85,10
0.8965,0.825,0.5,0.002,1.375,0,0.9,10
0.8965,0.875,0.3,0.003,1.325,0,0.75,10
0.8965,0.875,0.5,0.002,1.375,0,0.75,10
0.8965,0.875,0.5,0.002,1.375,0,0.85,10
0.8965,0.875,0.5,0.002,1.375,0,0.9,10
0.8965,0.875,0.5,0.002,1.45,0,0.9,10
0.8965,0.925,0.3,0.002,1.425,0,0.85,10
0.8965,0.925,0.3,0.002,1.45,0,0.75,10
0.8963,0.95,0.3,0.002,1.325,0,0.75,10
0.896,0.825,0.3,0.002,1.325,0,0.9,10
0.896,0.825,0.4,0.002,1.3,0,0.75,10
0.896,0.825,0.4,0.002,1.325,0,0.75,10
0.896,0.875,0.5,0.002,1.35,0,0.85,10
0.896,0.925,0.4,0.002,1.3,0,0.85,10
0.896,0.925,0.4,0.002,1.3,0,0.9,10
0.896,0.95,0.5,0.003,1.325,0,0.85,10
0.896,0.95,0.5,0.003,1.325,0,0.9,10
0.896,0.95,0.5,0.003,1.35,0,0.85,10
0.896,0.95,0.5,0.003,1.35,0,0.9,10
0.8956,0.825,0.5,0.002,1.3,0,0.75,10
0.8956,0.825,0.5,0.002,1.3,0,0.85,10
0.8956,0.85,0.3,0.003,1.3,0,0.75,10
0.8952,0.85,0.4,0.002,1.375,0,0.9,10
0.8952,0.875,0.5,0.002,1.4,0,0.75,10
0.8952,0.875,0.5,0.002,1.425,0,0.75,10
0.8951,0.95,0.3,0.002,1.3,0,0.75,10
0.8951,0.95,0.3,0.002,1.3,0,0.85,10
0.8951,0.95,0.3,0.002,1.35,0,0.75,10
0.8948,0.825,0.5,0.002,1.35,0,0.75,10
0.8948,0.825,0.5,0.002,1.35,0,0.85,10
0.8948,0.825,0.5,0.002,1.35,0,0.9,10
0.8948,0.825,0.5,0.002,1.375,0,0.75,10
0.8948,0.875,0.5,0.002,1.45,0,0.75,10
0.8943,0.825,0.5,0.002,1.325,0,0.75,10
0.8943,0.875,0.4,0.002,1.3,0,0.9,10
0.8943,0.925,0.4,0.002,1.35,0,0.75,10
0.8943,0.95,0.5,0.002,1.45,0,0.85,10
0.8939,0.95,0.5,0.003,1.3,0,0.75,10
0.8939,0.95,0.5,0.003,1.3,0,0.85,10
0.8939,0.95,0.5,0.003,1.325,0,0.75,10
0.8938,0.95,0.3,0.003,1.45,0,0.75,1
0.8935,0.85,0.4,0.002,1.4,0,0.9,10
0.8934,0.825,0.3,0.002,1.3,0,0.75,10
0.8934,0.875,0.5,0.002,1.3,0,0.9,10
0.8934,0.875,0.5,0.002,1.325,0,0.9,10
0.8934,0.925,0.4,0.002,1.3,0,0.75,10
0.8931,0.825,0.5,0.002,1.375,0,0.85,10
0.8931,0.925,0.3,0.002,1.45,0,0.85,10
0.8931,0.95,0.4,0.002,1.375,0,0.85,10
0.8922,0.825,0.3,0.002,1.45,0,0.75,10
0.8922,0.875,0.3,0.002,1.3,0,0.75,10
0.8922,0.875,0.3,0.003,1.3,0,0.75,10
0.8922,0.875,0.5,0.002,1.325,0,0.85,10
0.8922,0.875,0.5,0.002,1.35,0,0.75,10
0.8922,0.95,0.5,0.003,1.3,0,0.9,10
0.8918,0.825,0.3,0.002,1.3,0,0.85,10
0.8918,0.825,0.3,0.002,1.3,0,0.9,10
0.8918,0.85,0.4,0.002,1.375,0,0.85,10
0.8914,0.85,0.4,0.002,1.4,0,0.85,10
0.8914,0.875,0.4,0.002,1.325,0,0.85,10
0.8914,0.875,0.4,0.002,1.325,0,0.9,10
0.891,0.825,0.4,0.002,1.35,0,0.75,10
0.891,0.875,0.4,0.002,1.3,0,0.85,10
0.891,0.875,0.4,0.002,1.35,0,0.9,10
0.8904,0.95,0.3,0.003,1.45,0,0.85,1
0.8901,0.825,0.4,0.002,1.375,0,0.9,10
0.8901,0.85,0.4,0.002,1.425,0,0.9,10
0.8901,0.875,0.5,0.002,1.3,0,0.85,10
0.8901,0.875,0.5,0.002,1.325,0,0.75,10
0.8897,0.825,0.5,0.002,1.4,0,0.9,10
0.8893,0.825,0.4,0.002,1.4,0,0.9,10
0.8893,0.825,0.5,0.002,1.4,0,0.75,10
0.8893,0.875,0.4,0.002,1.3,0,0.75,10
0.8893,0.925,0.3,0.002,1.45,0,0.9,10
0.8884,0.875,0.5,0.002,1.3,0,0.75,10
0.888,0.825,0.4,0.002,1.375,0,0.85,10
0.8876,0.825,0.5,0.002,1.425,0,0.85,10
0.8866,0.875,0.4,0.002,1.45,0,0.9,1
0.8863,0.825,0.4,0.002,1.375,0,0.75,10
0.8855,0.825,0.5,0.002,1.4,0,0.85,10
0.8855,0.85,0.4,0.002,1.375,0,0.75,10
0.8855,0.875,0.4,0.002,1.325,0,0.75,10
0.8853,0.95,0.3,0.003,1.45,0,0.9,1
0.8849,0.95,0.4,0.002,1.4,0,0.75,1
0.8834,0.825,0.5,0.002,1.425,0,0.9,10
0.883,0.875,0.4,0.002,1.35,0,0.85,10
0.8826,0.925,0.4,0.002,1.375,0,0.75,10
0.8821,0.95,0.4,0.002,1.4,0,0.85,1
0.8813,0.875,0.4,0.002,1.4,0,0.75,10
0.8783,0.925,0.4,0.002,1.45,0,0.85,10
0.8781,0.875,0.4,0.002,1.45,0,0.85,1
0.8775,0.85,0.4,0.002,1.4,0,0.75,10
0.8775,0.875,0.4,0.002,1.45,0,0.75,1
0.8758,0.825,0.4,0.002,1.4,0,0.85,10
0.8757,0.925,0.4,0.002,1.4,0,0.9,10
0.8732,0.85,0.4,0.002,1.425,0,0.85,10
0.8702,0.925,0.4,0.002,1.4,0,0.85,10
0.8685,0.925,0.4,0.002,1.425,0,0.85,10
0.8685,0.95,0.4,0.002,1.4,0,0.9,1
0.8679,0.825,0.5,0.002,1.425,0,0.75,10
0.8661,0.95,0.5,0.002,1.45,0,0.75,10
0.8655,0.925,0.4,0.002,1.425,0,0.9,10
0.8649,0.825,0.4,0.002,1.4,0,0.75,10
0.8644,0.925,0.4,0.002,1.4,0,0.75,10
0.8607,0.85,0.4,0.002,1.425,0,0.75,10
0.8593,0.875,0.4,0.002,1.4,0,0.85,10
0.8593,0.875,0.4,0.002,1.4,0,0.9,10
0.859,0.875,0.4,0.002,1.375,0,0.9,10
0.8587,0.825,0.5,0.002,1.45,0,0.75,10
0.8583,0.95,0.3,0.003,1.425,0,0.9,10
0.8578,0.825,0.4,0.002,1.425,0,0.75,10
0.8573,0.875,0.4,0.002,1.375,0,0.85,10
0.8536,0.875,0.4,0.002,1.35,0,0.75,10
0.8532,0.925,0.4,0.002,1.45,0,0.9,10
0.8515,0.95,0.3,0.003,1.425,0,0.85,10
0.8506,0.875,0.4,0.002,1.375,0,0.75,10
0.8506,0.95,0.4,0.002,1.375,0,0.75,10
0.8491,0.825,0.5,0.002,1.45,0,0.9,10
0.8487,0.95,0.4,0.002,1.425,0,0.75,1
0.8478,0.875,0.4,0.002,1.425,0,0.9,10
0.8463,0.825,0.4,0.002,1.45,0,0.75,10
0.8448,0.825,0.4,0.002,1.425,0,0.85,10
0.8448,0.825,0.4,0.002,1.425,0,0.9,10
0.8447,0.85,0.3,0.002,1.45,0,0.75,10
0.8438,0.875,0.4,0.002,1.425,0,0.75,10
0.8424,0.875,0.4,0.002,1.425,0,0.85,10
0.8388,0.825,0.5,0.002,1.45,0,0.85,10
0.8374,0.85,0.4,0.002,1.45,0,0.9,10
0.836,0.95,0.3,0.003,1.425,0,0.75,10
0.8357,0.875,0.4,0.002,1.45,0,0.85,10
0.8337,0.925,0.4,0.002,1.425,0,0.75,10
0.8328,0.925,0.4,0.002,1.45,0,0.75,10
0.8247,0.85,0.4,0.002,1.45,0,0.85,10
0.8241,0.875,0.4,0.002,1.45,0,0.9,10
0.8194,0.95,0.4,0.002,1.45,0,0.75,1
0.8144,0.95,0.3,0.003,1.45,0,0.9,10
0.8106,0.95,0.4,0.002,1.45,0,0.9,1
0.8104,0.95,0.4,0.002,1.45,0,0.85,1
0.8091,0.95,0.3,0.003,1.45,0,0.85,10
0.8055,0.95,0.3,0.003,1.45,0,0.75,10
0.8013,0.95,0.4,0.002,1.425,0,0.85,1
0.801,0.875,0.4,0.002,1.45,0,0.75,10
0.795,0.95,0.4,0.002,1.425,0,0.9,1
0.7907,0.85,0.4,0.002,1.45,0,0.75,10
0.7884,0.95,0.4,0.002,1.4,0,0.75,10
0.7864,0.95,0.4,0.002,1.425,0,0.75,10
0.7838,0.95,0.4,0.002,1.45,0,0.75,10
0.7701,0.95,0.4,0.002,1.425,0,0.85,10
0.7682,0.95,0.4,0.002,1.45,0,0.85,10
0.7633,0.95,0.4,0.002,1.4,0,0.85,10
